scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Ablation W (D+T+W),FH,16,0.7661144479363244,6031.666666666667,257.9809891975489,323.4123931623932
Ablation W (D+T+W),FH,15,0.6864681472414097,6110.416666666667,246.7471150559033,306.9059829059829
Ablation W (D+T+W),FH,17,0.7907472867207217,6510.0,286.2681868465998,409.36324786324786
Ablation W (D+T+W),FH,19,0.7085482699743862,5936.166666666667,307.13053012283774,296.3888888888889
Ablation W (D+T+W),FH,18,0.9624634246976904,7181.583333333333,226.39174814763334,799.9636752136752
Ablation W (D+T+W),FH,20,0.8424985389476446,6730.5,285.5069690114687,351.11752136752136
Ablation W (D+T+W),FH,22,0.9494257574344975,7182.833333333333,249.45545731329946,585.4871794871794
Ablation W (D+T+W),FH,21,1.0040202488325427,8112.416666666667,215.86034925888254,1068.6923076923076
Ablation W (D+T+W),FH,23,0.9536523774696352,6586.5,252.5186258232973,486.1709401709402
Ablation W (D+T+W),FH,25,1.2225857333177879,6928.166666666667,352.95967679557305,677.3675213675214
Ablation W (D+T+W),FH,24,1.0056628645973844,6912.416666666667,263.08003654370424,688.2735042735043
Ablation W (D+T+W),FH,26,0.9880796637914994,6382.833333333333,330.17778596566933,502.03418803418805
Ablation W (D+T+W),FH,27,1.1926388874117821,7086.083333333333,421.00675247941484,721.4401709401709
Ablation W (D+T+W),FH,28,1.1417359075625682,6774.833333333333,356.4577435232208,509.8034188034188
Ablation W (D+T+W),FH,29,0.7824229886932246,6719.166666666667,206.96720046963205,522.474358974359
Ablation W (D+T+W),EH,1,0.9136366582294378,6277.666666666667,390.27234665765957,472.11965811965814
Ablation W (D+T+W),EH,2,0.9460996557645646,6527.166666666667,296.8211345987158,396.1688034188034
Ablation W (D+T+W),EH,0,1.1387739332088704,7147.666666666667,325.1207336679186,823.8012820512821
Ablation W (D+T+W),EH,3,0.7454231993680106,6074.166666666667,235.00560898164483,287.71367521367523
Ablation W (D+T+W),EH,4,0.8148277721004804,6050.333333333333,217.37241664957702,328.0811965811966
